year,geo,naics,hours_worked
2007,Nova Scotia,Educational services [61],33.9
2008,Nova Scotia,Educational services [61],34.1
2009,Nova Scotia,Educational services [61],33.4
2010,Nova Scotia,Educational services [61],33.9
2011,Nova Scotia,Educational services [61],33.2
2012,Nova Scotia,Educational services [61],34.4
2013,Nova Scotia,Educational services [61],33.1
2014,Nova Scotia,Educational services [61],33.3
2015,Nova Scotia,Educational services [61],32.8
2016,Nova Scotia,Educational services [61],33.2
2017,Nova Scotia,Educational services [61],32.5
2018,Nova Scotia,Educational services [61],34.2
2019,Nova Scotia,Educational services [61],33.2
2020,Nova Scotia,Educational services [61],32.5
1987,Nova Scotia,Health care and social assistance [62],34.1
1988,Nova Scotia,Health care and social assistance [62],34.1
1989,Nova Scotia,Health care and social assistance [62],34.7
1990,Nova Scotia,Health care and social assistance [62],34.4
1991,Nova Scotia,Health care and social assistance [62],34.5
1992,Nova Scotia,Health care and social assistance [62],33.5
1993,Nova Scotia,Health care and social assistance [62],34.5
1994,Nova Scotia,Health care and social assistance [62],33.7
1995,Nova Scotia,Health care and social assistance [62],33.8
1996,Nova Scotia,Health care and social assistance [62],34
1997,Nova Scotia,Health care and social assistance [62],34.5
1998,Nova Scotia,Health care and social assistance [62],34.3
1999,Nova Scotia,Health care and social assistance [62],34.8
2000,Nova Scotia,Health care and social assistance [62],35.1
2001,Nova Scotia,Health care and social assistance [62],34.5
2002,Nova Scotia,Health care and social assistance [62],34
2003,Nova Scotia,Health care and social assistance [62],34
2004,Nova Scotia,Health care and social assistance [62],33.6
2005,Nova Scotia,Health care and social assistance [62],34.2
2006,Nova Scotia,Health care and social assistance [62],34.4
2007,Nova Scotia,Health care and social assistance [62],34.8
2008,Nova Scotia,Health care and social assistance [62],34.3
2009,Nova Scotia,Health care and social assistance [62],34.2
2010,Nova Scotia,Health care and social assistance [62],33.7
2011,Nova Scotia,Health care and social assistance [62],34.1
2012,Nova Scotia,Health care and social assistance [62],34.8
2013,Nova Scotia,Health care and social assistance [62],33.7
2014,Nova Scotia,Health care and social assistance [62],33.9
2015,Nova Scotia,Health care and social assistance [62],34.1
2016,Nova Scotia,Health care and social assistance [62],34.5
2017,Nova Scotia,Health care and social assistance [62],33.7
2018,Nova Scotia,Health care and social assistance [62],34.6
2019,Nova Scotia,Health care and social assistance [62],34.1
2020,Nova Scotia,Health care and social assistance [62],34.5
1987,Nova Scotia,"Information, culture and recreation [51, 71]",33.7
1988,Nova Scotia,"Information, culture and recreation [51, 71]",35.4
1989,Nova Scotia,"Information, culture and recreation [51, 71]",35.7
1990,Nova Scotia,"Information, culture and recreation [51, 71]",37.2
1991,Nova Scotia,"Information, culture and recreation [51, 71]",35.3
1992,Nova Scotia,"Information, culture and recreation [51, 71]",32.6
1993,Nova Scotia,"Information, culture and recreation [51, 71]",35
1994,Nova Scotia,"Information, culture and recreation [51, 71]",35.1
1995,Nova Scotia,"Information, culture and recreation [51, 71]",33.6
1996,Nova Scotia,"Information, culture and recreation [51, 71]",35.1
1997,Nova Scotia,"Information, culture and recreation [51, 71]",33.4
1998,Nova Scotia,"Information, culture and recreation [51, 71]",33.7
1999,Nova Scotia,"Information, culture and recreation [51, 71]",35.1
2000,Nova Scotia,"Information, culture and recreation [51, 71]",34.8
2001,Nova Scotia,"Information, culture and recreation [51, 71]",33.8
2002,Nova Scotia,"Information, culture and recreation [51, 71]",33.8
2003,Nova Scotia,"Information, culture and recreation [51, 71]",32.4
2004,Nova Scotia,"Information, culture and recreation [51, 71]",32.6
2005,Nova Scotia,"Information, culture and recreation [51, 71]",32.3
2006,Nova Scotia,"Information, culture and recreation [51, 71]",32.6
2007,Nova Scotia,"Information, culture and recreation [51, 71]",34.1
2008,Nova Scotia,"Information, culture and recreation [51, 71]",33.3
2009,Nova Scotia,"Information, culture and recreation [51, 71]",33.7
2010,Nova Scotia,"Information, culture and recreation [51, 71]",32.4
2011,Nova Scotia,"Information, culture and recreation [51, 71]",33.3
2012,Nova Scotia,"Information, culture and recreation [51, 71]",32.3
2013,Nova Scotia,"Information, culture and recreation [51, 71]",31.9
2014,Nova Scotia,"Information, culture and recreation [51, 71]",33
2015,Nova Scotia,"Information, culture and recreation [51, 71]",31
2016,Nova Scotia,"Information, culture and recreation [51, 71]",33.6
2017,Nova Scotia,"Information, culture and recreation [51, 71]",31.2
2018,Nova Scotia,"Information, culture and recreation [51, 71]",32.5
2019,Nova Scotia,"Information, culture and recreation [51, 71]",32.9
2020,Nova Scotia,"Information, culture and recreation [51, 71]",33.4
1987,Nova Scotia,Accommodation and food services [72],33.5
1988,Nova Scotia,Accommodation and food services [72],33.4
1989,Nova Scotia,Accommodation and food services [72],33.4
1990,Nova Scotia,Accommodation and food services [72],32.9
1991,Nova Scotia,Accommodation and food services [72],32.5
1992,Nova Scotia,Accommodation and food services [72],32.9
1993,Nova Scotia,Accommodation and food services [72],32.2
1994,Nova Scotia,Accommodation and food services [72],33
1995,Nova Scotia,Accommodation and food services [72],32.6
1996,Nova Scotia,Accommodation and food services [72],33.6
1997,Nova Scotia,Accommodation and food services [72],32.9
1998,Nova Scotia,Accommodation and food services [72],34.1
1999,Nova Scotia,Accommodation and food services [72],33.4
2000,Nova Scotia,Accommodation and food services [72],33
2001,Nova Scotia,Accommodation and food services [72],32.8
2002,Nova Scotia,Accommodation and food services [72],32.4
2003,Nova Scotia,Accommodation and food services [72],31.9
2004,Nova Scotia,Accommodation and food services [72],31.2
2005,Nova Scotia,Accommodation and food services [72],31.5
2006,Nova Scotia,Accommodation and food services [72],32
2007,Nova Scotia,Accommodation and food services [72],31.6
2008,Nova Scotia,Accommodation and food services [72],30.7
2009,Nova Scotia,Accommodation and food services [72],31.4
2010,Nova Scotia,Accommodation and food services [72],31
2011,Nova Scotia,Accommodation and food services [72],31.3
2012,Nova Scotia,Accommodation and food services [72],30.4
2013,Nova Scotia,Accommodation and food services [72],31.1
2014,Nova Scotia,Accommodation and food services [72],30.3
2015,Nova Scotia,Accommodation and food services [72],30.5
2016,Nova Scotia,Accommodation and food services [72],30.5
2017,Nova Scotia,Accommodation and food services [72],30.1
2018,Nova Scotia,Accommodation and food services [72],31.3
2019,Nova Scotia,Accommodation and food services [72],30.1
2020,Nova Scotia,Accommodation and food services [72],28.2
1987,Nova Scotia,Other services (except public administration) [81],34.3
1988,Nova Scotia,Other services (except public administration) [81],35.2
1989,Nova Scotia,Other services (except public administration) [81],36.3
1990,Nova Scotia,Other services (except public administration) [81],35
1991,Nova Scotia,Other services (except public administration) [81],34.9
1992,Nova Scotia,Other services (except public administration) [81],34.1
1993,Nova Scotia,Other services (except public administration) [81],33.5
1994,Nova Scotia,Other services (except public administration) [81],35.6
1995,Nova Scotia,Other services (except public administration) [81],34.4
1996,Nova Scotia,Other services (except public administration) [81],33.4
1997,Nova Scotia,Other services (except public administration) [81],34.7
1998,Nova Scotia,Other services (except public administration) [81],34
1999,Nova Scotia,Other services (except public administration) [81],33.8
2000,Nova Scotia,Other services (except public administration) [81],36.1
2001,Nova Scotia,Other services (except public administration) [81],34.2
2002,Nova Scotia,Other services (except public administration) [81],32.7
2003,Nova Scotia,Other services (except public administration) [81],33.6
2004,Nova Scotia,Other services (except public administration) [81],33.8
2005,Nova Scotia,Other services (except public administration) [81],33.3
2006,Nova Scotia,Other services (except public administration) [81],33.6
2007,Nova Scotia,Other services (except public administration) [81],35.9
2008,Nova Scotia,Other services (except public administration) [81],34.7
2009,Nova Scotia,Other services (except public administration) [81],34.9
2010,Nova Scotia,Other services (except public administration) [81],33.1
2011,Nova Scotia,Other services (except public administration) [81],34.1
2012,Nova Scotia,Other services (except public administration) [81],34.2
2013,Nova Scotia,Other services (except public administration) [81],32.7
2014,Nova Scotia,Other services (except public administration) [81],35.1
2015,Nova Scotia,Other services (except public administration) [81],34
2016,Nova Scotia,Other services (except public administration) [81],34.7
2017,Nova Scotia,Other services (except public administration) [81],33
2018,Nova Scotia,Other services (except public administration) [81],33.8
2019,Nova Scotia,Other services (except public administration) [81],33.2
2020,Nova Scotia,Other services (except public administration) [81],33.4
1987,New Brunswick,Construction [23],39.8
1988,New Brunswick,Construction [23],40.9
1989,New Brunswick,Construction [23],41.4
1990,New Brunswick,Construction [23],41.4
1991,New Brunswick,Construction [23],40.4
1992,New Brunswick,Construction [23],39.5
1993,New Brunswick,Construction [23],40.7
1994,New Brunswick,Construction [23],41.1
1995,New Brunswick,Construction [23],41
1996,New Brunswick,Construction [23],41.5
1997,New Brunswick,Construction [23],42.4
1998,New Brunswick,Construction [23],41.8
1999,New Brunswick,Construction [23],42.3
2000,New Brunswick,Construction [23],43.6
2001,New Brunswick,Construction [23],42.1
2002,New Brunswick,Construction [23],42.3
2003,New Brunswick,Construction [23],42
2004,New Brunswick,Construction [23],41.7
2005,New Brunswick,Construction [23],42
2006,New Brunswick,Construction [23],42.6
2007,New Brunswick,Construction [23],43.1
2008,New Brunswick,Construction [23],42.8
2009,New Brunswick,Construction [23],41.4
2010,New Brunswick,Construction [23],41.7
2011,New Brunswick,Construction [23],41.1
2012,New Brunswick,Construction [23],42.8
2013,New Brunswick,Construction [23],42.6
2014,New Brunswick,Construction [23],42.4
2015,New Brunswick,Construction [23],42.6
2016,New Brunswick,Construction [23],42.1
2017,New Brunswick,Construction [23],41.9
2018,New Brunswick,Construction [23],43.2
2019,New Brunswick,Construction [23],41.2
2020,New Brunswick,Construction [23],42.3
1987,New Brunswick,Manufacturing [31-33],39.6
1988,New Brunswick,Manufacturing [31-33],40.6
1989,New Brunswick,Manufacturing [31-33],40.9
1990,New Brunswick,Manufacturing [31-33],40.5
1991,New Brunswick,Manufacturing [31-33],40.2
1992,New Brunswick,Manufacturing [31-33],39.4
1993,New Brunswick,Manufacturing [31-33],39.3
1994,New Brunswick,Manufacturing [31-33],41.2
1995,New Brunswick,Manufacturing [31-33],41.7
1996,New Brunswick,Manufacturing [31-33],41.2
1997,New Brunswick,Manufacturing [31-33],41
1998,New Brunswick,Manufacturing [31-33],40.9
