year,geo,naics,wage_rate
2009,Alberta,Health care and social assistance [62],981.86
2010,Alberta,Health care and social assistance [62],960.92
2011,Alberta,Health care and social assistance [62],981.75
2012,Alberta,Health care and social assistance [62],1099.94
2013,Alberta,Health care and social assistance [62],1192.41
2014,Alberta,Health care and social assistance [62],1299.5
2015,Alberta,Health care and social assistance [62],1303.86
2016,Alberta,Health care and social assistance [62],1395.12
2017,Alberta,Health care and social assistance [62],1378.51
2018,Alberta,Health care and social assistance [62],1304.47
2019,Alberta,Health care and social assistance [62],1334
2020,Alberta,Health care and social assistance [62],1401.13
1997,British Columbia,Health care and social assistance [62],621.59
1998,British Columbia,Health care and social assistance [62],642.95
1999,British Columbia,Health care and social assistance [62],650.58
2000,British Columbia,Health care and social assistance [62],676.82
2001,British Columbia,Health care and social assistance [62],665.33
2002,British Columbia,Health care and social assistance [62],700.15
2003,British Columbia,Health care and social assistance [62],763.34
2004,British Columbia,Health care and social assistance [62],799.93
2005,British Columbia,Health care and social assistance [62],831.96
2006,British Columbia,Health care and social assistance [62],850.57
2007,British Columbia,Health care and social assistance [62],817.52
2008,British Columbia,Health care and social assistance [62],893.29
2009,British Columbia,Health care and social assistance [62],843
2010,British Columbia,Health care and social assistance [62],979.34
2011,British Columbia,Health care and social assistance [62],1010.96
2012,British Columbia,Health care and social assistance [62],1157.64
2013,British Columbia,Health care and social assistance [62],1113.77
2014,British Columbia,Health care and social assistance [62],1134.14
2015,British Columbia,Health care and social assistance [62],1098.82
2016,British Columbia,Health care and social assistance [62],1151.07
2017,British Columbia,Health care and social assistance [62],1223.35
2018,British Columbia,Health care and social assistance [62],1187.04
2019,British Columbia,Health care and social assistance [62],1167.54
2020,British Columbia,Health care and social assistance [62],1276.73
1997,Manitoba,Health care and social assistance [62],531.23
1998,Manitoba,Health care and social assistance [62],494.58
1999,Manitoba,Health care and social assistance [62],497.45
2000,Manitoba,Health care and social assistance [62],595.41
2001,Manitoba,Health care and social assistance [62],587.8
2002,Manitoba,Health care and social assistance [62],627.3
2003,Manitoba,Health care and social assistance [62],578.27
2004,Manitoba,Health care and social assistance [62],575.38
2005,Manitoba,Health care and social assistance [62],631.65
2006,Manitoba,Health care and social assistance [62],629.54
2007,Manitoba,Health care and social assistance [62],696.48
2008,Manitoba,Health care and social assistance [62],720.02
2009,Manitoba,Health care and social assistance [62],752.82
2010,Manitoba,Health care and social assistance [62],829.65
2011,Manitoba,Health care and social assistance [62],814.65
2012,Manitoba,Health care and social assistance [62],887.22
2013,Manitoba,Health care and social assistance [62],861.77
2014,Manitoba,Health care and social assistance [62],1048.79
2015,Manitoba,Health care and social assistance [62],955.16
2016,Manitoba,Health care and social assistance [62],913.38
2017,Manitoba,Health care and social assistance [62],920.45
2018,Manitoba,Health care and social assistance [62],984.92
2019,Manitoba,Health care and social assistance [62],1031.31
2020,Manitoba,Health care and social assistance [62],1023.39
1997,New Brunswick,Health care and social assistance [62],451.5
1998,New Brunswick,Health care and social assistance [62],464
1999,New Brunswick,Health care and social assistance [62],474.54
2000,New Brunswick,Health care and social assistance [62],500.03
2001,New Brunswick,Health care and social assistance [62],533.96
2002,New Brunswick,Health care and social assistance [62],548.01
2003,New Brunswick,Health care and social assistance [62],600.52
2004,New Brunswick,Health care and social assistance [62],577.46
2005,New Brunswick,Health care and social assistance [62],627.69
2006,New Brunswick,Health care and social assistance [62],660.83
2007,New Brunswick,Health care and social assistance [62],668.16
2008,New Brunswick,Health care and social assistance [62],694.87
2009,New Brunswick,Health care and social assistance [62],728.71
2010,New Brunswick,Health care and social assistance [62],786.08
2011,New Brunswick,Health care and social assistance [62],823.52
2012,New Brunswick,Health care and social assistance [62],894.44
2013,New Brunswick,Health care and social assistance [62],867.23
2014,New Brunswick,Health care and social assistance [62],884.39
2015,New Brunswick,Health care and social assistance [62],904.41
2016,New Brunswick,Health care and social assistance [62],889.23
2017,New Brunswick,Health care and social assistance [62],970.4
2018,New Brunswick,Health care and social assistance [62],932.78
2019,New Brunswick,Health care and social assistance [62],968.54
2020,New Brunswick,Health care and social assistance [62],1020.44
1997,Newfoundland and Labrador,Health care and social assistance [62],524.79
1998,Newfoundland and Labrador,Health care and social assistance [62],486.85
1999,Newfoundland and Labrador,Health care and social assistance [62],426.1
2000,Newfoundland and Labrador,Health care and social assistance [62],471.86
2001,Newfoundland and Labrador,Health care and social assistance [62],534.04
2002,Newfoundland and Labrador,Health care and social assistance [62],515.53
2003,Newfoundland and Labrador,Health care and social assistance [62],532.37
2004,Newfoundland and Labrador,Health care and social assistance [62],531.71
2005,Newfoundland and Labrador,Health care and social assistance [62],551.43
2006,Newfoundland and Labrador,Health care and social assistance [62],575.98
2007,Newfoundland and Labrador,Health care and social assistance [62],626.06
2008,Newfoundland and Labrador,Health care and social assistance [62],703.96
2009,Newfoundland and Labrador,Health care and social assistance [62],661.25
2010,Newfoundland and Labrador,Health care and social assistance [62],713.93
2011,Newfoundland and Labrador,Health care and social assistance [62],735.03
2012,Newfoundland and Labrador,Health care and social assistance [62],818.59
2013,Newfoundland and Labrador,Health care and social assistance [62],775.24
2014,Newfoundland and Labrador,Health care and social assistance [62],878.54
2015,Newfoundland and Labrador,Health care and social assistance [62],773.85
2016,Newfoundland and Labrador,Health care and social assistance [62],682.76
2017,Newfoundland and Labrador,Health care and social assistance [62],734.45
2018,Newfoundland and Labrador,Health care and social assistance [62],788.26
2019,Newfoundland and Labrador,Health care and social assistance [62],817.09
2020,Newfoundland and Labrador,Health care and social assistance [62],859.45
1997,Nova Scotia,Health care and social assistance [62],542.62
1998,Nova Scotia,Health care and social assistance [62],568.74
1999,Nova Scotia,Health care and social assistance [62],538.89
2000,Nova Scotia,Health care and social assistance [62],593.51
2001,Nova Scotia,Health care and social assistance [62],604.74
2002,Nova Scotia,Health care and social assistance [62],634.81
2003,Nova Scotia,Health care and social assistance [62],638.72
2004,Nova Scotia,Health care and social assistance [62],635.97
2005,Nova Scotia,Health care and social assistance [62],672.01
2006,Nova Scotia,Health care and social assistance [62],672.56
2007,Nova Scotia,Health care and social assistance [62],763.25
2008,Nova Scotia,Health care and social assistance [62],784.23
2009,Nova Scotia,Health care and social assistance [62],729.16
2010,Nova Scotia,Health care and social assistance [62],803.22
2011,Nova Scotia,Health care and social assistance [62],814.06
2012,Nova Scotia,Health care and social assistance [62],824.82
2013,Nova Scotia,Health care and social assistance [62],893.73
2014,Nova Scotia,Health care and social assistance [62],1076.63
2015,Nova Scotia,Health care and social assistance [62],1029.4
2016,Nova Scotia,Health care and social assistance [62],947.11
2017,Nova Scotia,Health care and social assistance [62],1005.26
2018,Nova Scotia,Health care and social assistance [62],963.94
2019,Nova Scotia,Health care and social assistance [62],1032.45
2020,Nova Scotia,Health care and social assistance [62],1200.48
1997,Ontario,Health care and social assistance [62],368.09
1998,Ontario,Health care and social assistance [62],395
1999,Ontario,Health care and social assistance [62],349.91
2000,Ontario,Health care and social assistance [62],350.14
2001,Ontario,Health care and social assistance [62],390.39
2002,Ontario,Health care and social assistance [62],460.51
2003,Ontario,Health care and social assistance [62],422.94
2004,Ontario,Health care and social assistance [62],409.28
2005,Ontario,Health care and social assistance [62],473.89
2006,Ontario,Health care and social assistance [62],455.96
2007,Ontario,Health care and social assistance [62],496.03
2008,Ontario,Health care and social assistance [62],527.57
2009,Ontario,Health care and social assistance [62],619.52
2010,Ontario,Health care and social assistance [62],546.5
2011,Ontario,Health care and social assistance [62],616.91
2012,Ontario,Health care and social assistance [62],626.04
2013,Ontario,Health care and social assistance [62],655.13
2014,Ontario,Health care and social assistance [62],669.49
2015,Ontario,Health care and social assistance [62],678.78
2016,Ontario,Health care and social assistance [62],661.58
2017,Ontario,Health care and social assistance [62],762.35
2018,Ontario,Health care and social assistance [62],737.25
2019,Ontario,Health care and social assistance [62],788.41
2020,Ontario,Health care and social assistance [62],804.82
1997,Prince Edward Island,Health care and social assistance [62],637.62
1998,Prince Edward Island,Health care and social assistance [62],560.92
1999,Prince Edward Island,Health care and social assistance [62],631.32
2000,Prince Edward Island,Health care and social assistance [62],647.2
2001,Prince Edward Island,Health care and social assistance [62],740.49
2002,Prince Edward Island,Health care and social assistance [62],805.56
2003,Prince Edward Island,Health care and social assistance [62],727.3
2004,Prince Edward Island,Health care and social assistance [62],706.14
2005,Prince Edward Island,Health care and social assistance [62],745.19
2006,Prince Edward Island,Health care and social assistance [62],854.54
2007,Prince Edward Island,Health care and social assistance [62],803.06
2008,Prince Edward Island,Health care and social assistance [62],898.14
2009,Prince Edward Island,Health care and social assistance [62],891.66
2010,Prince Edward Island,Health care and social assistance [62],1019.61
2011,Prince Edward Island,Health care and social assistance [62],1050.23
2012,Prince Edward Island,Health care and social assistance [62],1148.15
2013,Prince Edward Island,Health care and social assistance [62],1173.18
2014,Prince Edward Island,Health care and social assistance [62],1244.09
2015,Prince Edward Island,Health care and social assistance [62],1322.59
2016,Prince Edward Island,Health care and social assistance [62],1217.22
2017,Prince Edward Island,Health care and social assistance [62],1189.78
2018,Prince Edward Island,Health care and social assistance [62],1282.08
2019,Prince Edward Island,Health care and social assistance [62],1300.02
2020,Prince Edward Island,Health care and social assistance [62],1436.39
1997,Quebec,Health care and social assistance [62],557.5
1998,Quebec,Health care and social assistance [62],554.18
1999,Quebec,Health care and social assistance [62],596.05
2000,Quebec,Health care and social assistance [62],665.81
2001,Quebec,Health care and social assistance [62],673.66
2002,Quebec,Health care and social assistance [62],665.29
2003,Quebec,Health care and social assistance [62],714.86
2004,Quebec,Health care and social assistance [62],703.59
